# x_m,y_m,w_tr_right_m,w_tr_left_m
14.1700,4.8300,0.6132,0.6132
14.1600,4.8400,0.6151,0.6151
14.1600,4.8500,0.6132,0.6132
14.1500,4.8600,0.6151,0.6151
14.1500,4.8700,0.6132,0.6132
14.1500,4.8800,0.6112,0.6112
14.1400,4.8900,0.6192,0.6192
14.1400,4.9000,0.6151,0.6151
14.1300,4.9100,0.6232,0.6232
14.1300,4.9200,0.6212,0.6212
14.1200,4.9300,0.6292,0.6292
14.1200,4.9400,0.6273,0.6273
14.1200,4.9500,0.6251,0.6251
14.1100,4.9600,0.6332,0.6332
14.1100,4.9700,0.6291,0.6291
14.1000,4.9800,0.6351,0.6351
14.1000,4.9900,0.6332,0.6332
14.0900,5.0000,0.6371,0.6371
14.0900,5.0100,0.6351,0.6351
14.0800,5.0200,0.6431,0.6431
14.0800,5.0300,0.6371,0.6371
14.0800,5.0400,0.6351,0.6351
14.0700,5.0500,0.6371,0.6371
14.0700,5.0600,0.6351,0.6351
14.0700,5.0700,0.6332,0.6332
14.0600,5.0800,0.6371,0.6371
14.0600,5.0900,0.6351,0.6351
14.0600,5.1000,0.6332,0.6332
14.0500,5.1100,0.6371,0.6371
14.0500,5.1200,0.6351,0.6351
14.0500,5.1300,0.6332,0.6332
14.0500,5.1400,0.6291,0.6291
14.0400,5.1500,0.6351,0.6351
14.0400,5.1600,0.6332,0.6332
14.0400,5.1700,0.6291,0.6291
14.0400,5.1800,0.6251,0.6251
14.0300,5.1900,0.6332,0.6332
14.0300,5.2000,0.6291,0.6291
14.0200,5.2100,0.6351,0.6351
14.0200,5.2200,0.6332,0.6332
14.0200,5.2300,0.6291,0.6291
14.0200,5.2400,0.6251,0.6251
14.0200,5.2500,0.6232,0.6232
14.0200,5.2600,0.6212,0.6212
14.0200,5.2700,0.6151,0.6151
14.0100,5.2800,0.6232,0.6232
14.0100,5.2900,0.6212,0.6212
14.0100,5.3000,0.6192,0.6192
14.0100,5.3100,0.6151,0.6151
14.0100,5.3200,0.6132,0.6132
14.0100,5.3300,0.6112,0.6112
14.0100,5.3400,0.6092,0.6092
14.0100,5.3500,0.6073,0.6073
14.0100,5.3600,0.6053,0.6053
14.0000,5.3700,0.6133,0.6133
14.0000,5.3800,0.6113,0.6113
14.0000,5.3900,0.6094,0.6094
14.0000,5.4000,0.6074,0.6074
14.0000,5.4100,0.6054,0.6054
14.0000,5.4200,0.6035,0.6035
14.0000,5.4300,0.6015,0.6015
14.0000,5.4400,0.5995,0.5995
13.9900,5.4500,0.6076,0.6076
13.9900,5.4600,0.6056,0.6056
13.9900,5.4700,0.6036,0.6036
13.9900,5.4800,0.6017,0.6017
13.9900,5.4900,0.5997,0.5997
13.9900,5.5000,0.5977,0.5977
13.9800,5.5100,0.6058,0.6058
13.9800,5.5200,0.6038,0.6038
13.9800,5.5300,0.6018,0.6018
13.9800,5.5400,0.5998,0.5998
13.9800,5.5500,0.5979,0.5979
13.9800,5.5600,0.5959,0.5959
13.9800,5.5700,0.5939,0.5939
13.9700,5.5800,0.6020,0.6020
13.9700,5.5900,0.6000,0.6000
13.9700,5.6000,0.6000,0.6000
13.9700,5.6100,0.5997,0.5997
13.9700,5.6200,0.5977,0.5977
13.9700,5.6300,0.5958,0.5958
13.9700,5.6400,0.5938,0.5938
13.9600,5.6500,0.6018,0.6018
13.9600,5.6600,0.5998,0.5998
13.9600,5.6700,0.5979,0.5979
13.9600,5.6800,0.5959,0.5959
13.9600,5.6900,0.5939,0.5939
13.9600,5.7000,0.5920,0.5920
13.9600,5.7100,0.5900,0.5900
13.9500,5.7200,0.6000,0.6000
13.9500,5.7300,0.5998,0.5998
13.9500,5.7400,0.5979,0.5979
13.9500,5.7500,0.5959,0.5959
13.9500,5.7600,0.5939,0.5939
13.9500,5.7700,0.5920,0.5920
13.9500,5.7800,0.5900,0.5900
13.9500,5.7900,0.5920,0.5920
13.9500,5.8000,0.5939,0.5939
13.9500,5.8100,0.5959,0.5959
13.9600,5.8200,0.5879,0.5879
13.9600,5.8300,0.5898,0.5898
13.9600,5.8400,0.5900,0.5900
13.9600,5.8500,0.5900,0.5900
13.9600,5.8600,0.5920,0.5920
13.9700,5.8700,0.5839,0.5839
13.9700,5.8800,0.5859,0.5859
13.9700,5.8900,0.5879,0.5879
13.9700,5.9000,0.5898,0.5898
13.9800,5.9100,0.5818,0.5818
13.9800,5.9200,0.5838,0.5838
13.9800,5.9300,0.5858,0.5858
13.9800,5.9400,0.5877,0.5877
13.9800,5.9500,0.5897,0.5897
13.9900,5.9600,0.5817,0.5817
13.9900,5.9700,0.5836,0.5836
13.9900,5.9800,0.5856,0.5856
14.0000,5.9900,0.5776,0.5776
14.0000,6.0000,0.5795,0.5795
14.0000,6.0100,0.5815,0.5815
14.0000,6.0200,0.5835,0.5835
14.0100,6.0300,0.5754,0.5754
14.0100,6.0400,0.5774,0.5774
14.0100,6.0500,0.5794,0.5794
14.0100,6.0600,0.5813,0.5813
14.0100,6.0700,0.5833,0.5833
14.0200,6.0800,0.5753,0.5753
14.0200,6.0900,0.5773,0.5773
14.0200,6.1000,0.5792,0.5792
14.0200,6.1100,0.5812,0.5812
14.0200,6.1200,0.5852,0.5852
14.0200,6.1300,0.5892,0.5892
14.0300,6.1400,0.5812,0.5812
14.0300,6.1500,0.5852,0.5852
14.0300,6.1600,0.5912,0.5912
14.0300,6.1700,0.5932,0.5932
14.0400,6.1800,0.5912,0.5912
14.0400,6.1900,0.5932,0.5932
14.0400,6.2000,0.5992,0.5992
14.0400,6.2100,0.6052,0.6052
14.0400,6.2200,0.6113,0.6113
14.0500,6.2300,0.6072,0.6072
14.0500,6.2400,0.6132,0.6132
14.0500,6.2500,0.6151,0.6151
14.0500,6.2600,0.6212,0.6212
14.0500,6.2700,0.6251,0.6251
14.0500,6.2800,0.6291,0.6291
14.0600,6.2900,0.6251,0.6251
14.0600,6.3000,0.6291,0.6291
14.0600,6.3100,0.6351,0.6351
14.0600,6.3200,0.6291,0.6291
14.0700,6.3300,0.6351,0.6351
14.0700,6.3400,0.6332,0.6332
14.0800,6.3500,0.6371,0.6371
14.0800,6.3600,0.6332,0.6332
14.0900,6.3700,0.6352,0.6352
14.0900,6.3800,0.6291,0.6291
14.1000,6.3900,0.6351,0.6351
14.1100,6.4000,0.6371,0.6371
14.1200,6.4100,0.6351,0.6351
14.1200,6.4200,0.6371,0.6371
14.1300,6.4300,0.6352,0.6352
14.1300,6.4400,0.6371,0.6371
14.1400,6.4500,0.6371,0.6371
14.1400,6.4600,0.6371,0.6371
14.1500,6.4700,0.6371,0.6371
14.1600,6.4800,0.6352,0.6352
14.1600,6.4900,0.6412,0.6412
14.1700,6.5000,0.6393,0.6393
14.1800,6.5100,0.6371,0.6371
14.1800,6.5200,0.6431,0.6431
14.1900,6.5300,0.6371,0.6371
14.2000,6.5400,0.6352,0.6352
14.2100,6.5500,0.6332,0.6332
14.2100,6.5600,0.6393,0.6393
14.2200,6.5700,0.6371,0.6371
14.2300,6.5800,0.6352,0.6352
14.2300,6.5900,0.6412,0.6412
14.2400,6.6000,0.6393,0.6393
14.2400,6.6100,0.6418,0.6418
14.2500,6.6200,0.6431,0.6431
14.2500,6.6300,0.6378,0.6378
14.2600,6.6400,0.6397,0.6397
14.2700,6.6500,0.6412,0.6412
14.2800,6.6600,0.6393,0.6393
14.2800,6.6700,0.6375,0.6375
14.2900,6.6800,0.6395,0.6395
14.2900,6.6900,0.6334,0.6334
14.3000,6.7000,0.6354,0.6354
14.3100,6.7100,0.6373,0.6373
14.3200,6.7200,0.6393,0.6393
14.3200,6.7300,0.6332,0.6332
14.3300,6.7400,0.6352,0.6352
14.3400,6.7500,0.6371,0.6371
14.3500,6.7600,0.6431,0.6431
14.3500,6.7700,0.6371,0.6371
14.3600,6.7800,0.6431,0.6431
14.3700,6.7900,0.6459,0.6459
14.3700,6.8000,0.6412,0.6412
14.3800,6.8100,0.6431,0.6431
14.3900,6.8100,0.6459,0.6459
14.4000,6.8100,0.6399,0.6399
14.4100,6.8200,0.6418,0.6418
14.4200,6.8200,0.6358,0.6358
14.4300,6.8200,0.6298,0.6298
14.4400,6.8300,0.6317,0.6317
14.4500,6.8400,0.6337,0.6337
14.4600,6.8400,0.6276,0.6276
14.4700,6.8400,0.6216,0.6216
14.4800,6.8500,0.6235,0.6235
14.4900,6.8500,0.6175,0.6175
14.5000,6.8500,0.6115,0.6115
14.5100,6.8600,0.6134,0.6134
14.5200,6.8600,0.6074,0.6074
14.5300,6.8600,0.6013,0.6013
14.5400,6.8600,0.5953,0.5953
14.5500,6.8700,0.5973,0.5973
14.5600,6.8700,0.5912,0.5912
14.5700,6.8700,0.5852,0.5852
14.5800,6.8800,0.5912,0.5912
14.5900,6.8800,0.5892,0.5892
14.6000,6.8800,0.5873,0.5873
14.6100,6.8800,0.5853,0.5853
14.6200,6.8900,0.5933,0.5933
14.6300,6.8900,0.5913,0.5913
14.6400,6.8900,0.5894,0.5894
14.6500,6.9000,0.5974,0.5974
14.6600,6.9000,0.5954,0.5954
14.6700,6.9000,0.5935,0.5935
14.6800,6.9000,0.5915,0.5915
14.6900,6.9100,0.5995,0.5995
14.7000,6.9100,0.5976,0.5976
14.7100,6.9100,0.5956,0.5956
14.7200,6.9200,0.6036,0.6036
14.7300,6.9200,0.6017,0.6017
14.7400,6.9200,0.5997,0.5997
14.7500,6.9200,0.5977,0.5977
14.7600,6.9200,0.5958,0.5958
14.7700,6.9300,0.6038,0.6038
14.7800,6.9300,0.6018,0.6018
14.7900,6.9300,0.5998,0.5998
14.8000,6.9300,0.5979,0.5979
14.8100,6.9400,0.6059,0.6059
14.8200,6.9400,0.6039,0.6039
14.8300,6.9400,0.6020,0.6020
