# x_m,y_m,w_tr_right_m,w_tr_left_m
9.8400,6.3800,0.7000,0.7000
9.8500,6.3800,0.7000,0.7000
9.8600,6.3800,0.7000,0.7000
9.8700,6.3800,0.6998,0.6998
9.8800,6.3800,0.6979,0.6979
9.8900,6.3800,0.6959,0.6959
9.9000,6.3800,0.6939,0.6939
9.9100,6.3800,0.6920,0.6920
9.9200,6.3700,0.6800,0.6800
9.9300,6.3700,0.6800,0.6800
9.9400,6.3700,0.6800,0.6800
9.9500,6.3700,0.6798,0.6798
9.9600,6.3700,0.6779,0.6779
9.9700,6.3700,0.6759,0.6759
9.9800,6.3700,0.6739,0.6739
9.9900,6.3700,0.6720,0.6720
10.0000,6.3700,0.6700,0.6700
10.0100,6.3700,0.6700,0.6700
10.0200,6.3700,0.6698,0.6698
10.0300,6.3700,0.6679,0.6679
10.0400,6.3700,0.6659,0.6659
10.0500,6.3700,0.6639,0.6639
10.0600,6.3600,0.6520,0.6520
10.0700,6.3600,0.6500,0.6500
10.0800,6.3600,0.6520,0.6520
10.0900,6.3600,0.6539,0.6539
10.1000,6.3600,0.6559,0.6559
10.1100,6.3600,0.6579,0.6579
10.1200,6.3600,0.6598,0.6598
10.1300,6.3600,0.6600,0.6600
10.1400,6.3600,0.6600,0.6600
10.1500,6.3600,0.6600,0.6600
10.1600,6.3600,0.6600,0.6600
10.1700,6.3600,0.6600,0.6600
10.1800,6.3600,0.6600,0.6600
10.1900,6.3500,0.6500,0.6500
10.2000,6.3500,0.6500,0.6500
10.2100,6.3500,0.6500,0.6500
10.2200,6.3500,0.6500,0.6500
10.2300,6.3500,0.6500,0.6500
10.2400,6.3500,0.6498,0.6498
10.2500,6.3500,0.6479,0.6479
10.2600,6.3500,0.6459,0.6459
10.2700,6.3500,0.6439,0.6439
10.2800,6.3500,0.6420,0.6420
10.2900,6.3500,0.6400,0.6400
10.3000,6.3500,0.6420,0.6420
10.3100,6.3500,0.6439,0.6439
10.3200,6.3400,0.6359,0.6359
10.3300,6.3400,0.6379,0.6379
10.3400,6.3400,0.6398,0.6398
10.3500,6.3400,0.6400,0.6400
10.3600,6.3400,0.6400,0.6400
10.3700,6.3400,0.6420,0.6420
10.3800,6.3400,0.6439,0.6439
10.3900,6.3400,0.6459,0.6459
10.4000,6.3300,0.6379,0.6379
10.4100,6.3300,0.6398,0.6398
10.4200,6.3300,0.6400,0.6400
10.4300,6.3300,0.6400,0.6400
10.4400,6.3300,0.6400,0.6400
10.4500,6.3300,0.6400,0.6400
10.4600,6.3300,0.6400,0.6400
10.4700,6.3300,0.6400,0.6400
10.4800,6.3300,0.6420,0.6420
10.4900,6.3200,0.6339,0.6339
10.5000,6.3200,0.6359,0.6359
10.5100,6.3200,0.6379,0.6379
10.5200,6.3200,0.6398,0.6398
10.5300,6.3200,0.6418,0.6418
10.5400,6.3200,0.6438,0.6438
10.5500,6.3200,0.6458,0.6458
10.5600,6.3200,0.6477,0.6477
10.5700,6.3200,0.6497,0.6497
10.5800,6.3200,0.6517,0.6517
10.5900,6.3200,0.6536,0.6536
10.6000,6.3100,0.6456,0.6456
10.6100,6.3100,0.6476,0.6476
10.6200,6.3100,0.6495,0.6495
10.6300,6.3100,0.6515,0.6515
10.6400,6.3100,0.6535,0.6535
10.6500,6.3100,0.6554,0.6554
10.6600,6.3100,0.6574,0.6574
10.6700,6.3000,0.6494,0.6494
10.6800,6.3000,0.6513,0.6513
10.6900,6.3000,0.6533,0.6533
10.7000,6.3000,0.6553,0.6553
10.7100,6.3000,0.6573,0.6573
10.7200,6.3000,0.6592,0.6592
10.7300,6.2900,0.6512,0.6512
10.7400,6.2900,0.6532,0.6532
10.7500,6.2900,0.6551,0.6551
10.7600,6.2900,0.6571,0.6571
10.7700,6.2900,0.6591,0.6591
10.7800,6.2900,0.6615,0.6615
10.7900,6.2900,0.6635,0.6635
10.8000,6.2800,0.6554,0.6554
10.8100,6.2800,0.6574,0.6574
10.8200,6.2800,0.6594,0.6594
10.8300,6.2800,0.6613,0.6613
10.8400,6.2800,0.6633,0.6633
10.8500,6.2800,0.6653,0.6653
10.8600,6.2700,0.6573,0.6573
10.8700,6.2700,0.6592,0.6592
10.8800,6.2700,0.6612,0.6612
10.8900,6.2700,0.6632,0.6632
10.9000,6.2600,0.6551,0.6551
10.9100,6.2600,0.6571,0.6571
10.9200,6.2600,0.6591,0.6591
10.9300,6.2600,0.6651,0.6651
10.9400,6.2500,0.6571,0.6571
10.9500,6.2500,0.6591,0.6591
10.9600,6.2500,0.6612,0.6612
10.9700,6.2500,0.6632,0.6632
10.9800,6.2500,0.6651,0.6651
10.9900,6.2400,0.6571,0.6571
11.0000,6.2400,0.6591,0.6591
11.0100,6.2400,0.6651,0.6651
11.0200,6.2400,0.6671,0.6671
11.0300,6.2300,0.6591,0.6591
11.0400,6.2300,0.6651,0.6651
11.0500,6.2300,0.6691,0.6691
11.0600,6.2200,0.6633,0.6633
11.0700,6.2200,0.6653,0.6653
11.0800,6.2200,0.6673,0.6673
11.0900,6.2200,0.6692,0.6692
11.1000,6.2100,0.6612,0.6612
11.1100,6.2100,0.6632,0.6632
11.1200,6.2100,0.6651,0.6651
11.1300,6.2000,0.6571,0.6571
11.1400,6.2000,0.6591,0.6591
11.1500,6.2000,0.6651,0.6651
11.1600,6.2000,0.6671,0.6671
11.1700,6.1900,0.6591,0.6591
11.1800,6.1900,0.6651,0.6651
11.1900,6.1900,0.6691,0.6691
11.2000,6.1800,0.6651,0.6651
11.2100,6.1800,0.6671,0.6671
11.2200,6.1800,0.6691,0.6691
11.2300,6.1800,0.6731,0.6731
11.2400,6.1700,0.6671,0.6671
11.2500,6.1700,0.6691,0.6691
11.2600,6.1700,0.6731,0.6731
11.2700,6.1600,0.6691,0.6691
11.2800,6.1600,0.6731,0.6731
11.2900,6.1500,0.6671,0.6671
11.3000,6.1400,0.6591,0.6591
11.3100,6.1400,0.6651,0.6651
11.3200,6.1400,0.6691,0.6691
11.3300,6.1300,0.6651,0.6651
11.3400,6.1300,0.6671,0.6671
11.3500,6.1300,0.6691,0.6691
11.3600,6.1200,0.6651,0.6651
11.3700,6.1200,0.6691,0.6691
11.3800,6.1100,0.6651,0.6651
11.3900,6.1100,0.6691,0.6691
11.4000,6.1100,0.6731,0.6731
11.4100,6.1000,0.6711,0.6711
11.4200,6.0900,0.6671,0.6671
11.4300,6.0900,0.6691,0.6691
11.4400,6.0900,0.6731,0.6731
11.4500,6.0800,0.6691,0.6691
11.4600,6.0800,0.6731,0.6731
11.4700,6.0700,0.6711,0.6711
11.4800,6.0700,0.6772,0.6772
11.4900,6.0600,0.6752,0.6752
11.5000,6.0600,0.6813,0.6813
11.5100,6.0600,0.6871,0.6871
11.5200,6.0500,0.6853,0.6853
11.5300,6.0500,0.6871,0.6871
11.5400,6.0400,0.6894,0.6894
11.5500,6.0400,0.6851,0.6851
11.5600,6.0400,0.6791,0.6791
11.5700,6.0300,0.6810,0.6810
11.5800,6.0300,0.6791,0.6791
11.5900,6.0200,0.6810,0.6810
11.6000,6.0200,0.6772,0.6772
11.6100,6.0100,0.6791,0.6791
11.6200,6.0000,0.6810,0.6810
11.6300,6.0000,0.6791,0.6791
11.6400,5.9900,0.6810,0.6810
11.6500,5.9900,0.6791,0.6791
11.6600,5.9800,0.6810,0.6810
11.6700,5.9800,0.6791,0.6791
11.6800,5.9700,0.6810,0.6810
11.6900,5.9600,0.6871,0.6871
11.7000,5.9600,0.6810,0.6810
11.7100,5.9500,0.6871,0.6871
11.7200,5.9400,0.6910,0.6910
11.7300,5.9400,0.6871,0.6871
11.7400,5.9300,0.6910,0.6910
11.7500,5.9200,0.6991,0.6991
11.7600,5.9200,0.6950,0.6950
11.7700,5.9100,0.7010,0.7010
11.7800,5.9000,0.7030,0.7030
11.7900,5.9000,0.7010,0.7010
11.8000,5.8900,0.7030,0.7030
11.8100,5.8800,0.7071,0.7071
11.8200,5.8700,0.7090,0.7090
11.8300,5.8600,0.7130,0.7130
11.8300,5.8500,0.7230,0.7230
11.8400,5.8400,0.7250,0.7250
11.8500,5.8300,0.7310,0.7310
11.8600,5.8300,0.7250,0.7250
11.8700,5.8200,0.7310,0.7310
11.8800,5.8100,0.7350,0.7350
11.8900,5.8000,0.7390,0.7390
11.9000,5.7900,0.7420,0.7420
11.9100,5.7800,0.7439,0.7439
11.9200,5.7700,0.7459,0.7459
11.9300,5.7600,0.7478,0.7478
11.9300,5.7500,0.7418,0.7418
11.9400,5.7400,0.7437,0.7437
11.9400,5.7300,0.7377,0.7377
11.9500,5.7200,0.7396,0.7396
11.9600,5.7100,0.7416,0.7416
11.9600,5.7000,0.7355,0.7355
11.9700,5.6900,0.7375,0.7375
11.9800,5.6800,0.7394,0.7394
